Type / Creator / Imprint,Publisher,Author,Title,Extra Title Info,Permanent Location,Call Number,Date,Status,Material Type,MMS ID
"Book By Broadlawns Polk County Hospital (Des Moines, Iowa). School of Nursing. Student Organization. (Kansas City, Mo. : Circulation Service, 1971.)","Des Moines, Iowa). School of Nursing. Student Organization. (Kansas City, Mo. : Circulation Service, 1971.)",Broadlawns Polk County Hospital,A book of favorite recipes,"compiled by Student Organization, Broadlawns Polk County Hospital, School of Nursing.",PARKS General Collection,TX715.2 M53 B6633x 1971,1971,Item in place,Book,990016179830102756
"Book By St. Marys Church (Lone Tree, Iowa) St. Marys Altar and Rosary Society. (Iowa Falls, Iowa : General Publishing and Binding, 1972.)","Lone Tree, Iowa) St. Marys Altar and Rosary Society. (Iowa Falls, Iowa : General Publishing and Binding, 1972.)",St. Marys Church,Centennial cook book,"St. Marys Church, Lone Tree, Iowa.",PARKS Special Collections,TX715.2 M53 C4627x 1972,1972,Item in place,Book,990019087780102756
"Book By Faith Lutheran Church (Mount Pleasant, Iowa) Lutheran Women's Missionary League. (Audubon, IA : Jumbo Jack's Cookbooks, 2000.)","Mount Pleasant, Iowa) Lutheran Women's Missionary League. (Audubon, IA : Jumbo Jack's Cookbooks, 2000.)",Faith Lutheran Church,A book of favorite recipes,compiled by: Faith Lutheran L.W.M.L. members.,PARKS General Collection,TX715.2 M53 B6634x 2000,2000,Item in place,Book,990016193410102756
"Book By Lutheran Church of the Good Shepherd (Waterloo, Iowa) (Iowa Falls, Iowa : General Publishing and Binding, 1974.)","Waterloo, Iowa) (Iowa Falls, Iowa : General Publishing and Binding, 1974.)",Lutheran Church of the Good Shepherd,A book of favorite recipes,"compiled by Good Shepherd Lutheran Church Women, Waterloo, Iowa.",PARKS General Collection,TX715.2 M53 B6636x 1974,1974,Item in place,Book,990016223870102756
"Book By Degner, Nancy. (Ames, Iowa : Iowa Beef Industry Council, [between 1980 and 1990])","Ames, Iowa : Iowa Beef Industry Council, [between 1980 and 1990])","Degner, Nancy.",The A-B-C's of beef cookery,"[written by Nancy Degner, with assistance from the Iowa CowBelles].",PARKS Special Collections,TX749.5 B43 D45x 1980,1980,Item in place,Book,9920511184902756
"Book By Lyon County Extension Service (Iowa). Home Economics Committee. ([Lyon County, Iowa] : [Lyon County Extension Service], [1966?])","Iowa). Home Economics Committee. ([Lyon County, Iowa] : [Lyon County Extension Service], [1966?])",Lyon County Extension Service,An old fashioned Christmas,"sponsored by Lyon County Extension Service, Home Economics Committee.",PARKS Special Collections,TX739.2 C45 O43x 1966,1966,Item in place,Book,990018268430102756
"Book By Rombke, Bill. (Iowa Falls, Iowa : General Publishing and Binding, 1972.)","Iowa Falls, Iowa : General Publishing and Binding, 1972.)","Rombke, Bill.",Wild rose recipes,"Bill and Beverly Rombke, co editors ; Becky Herzog, assistant editor.",PARKS General Collection,TX715.2 M53 W555x 1972,1972,Item in place,Book,990016224390102756
"Book By Dowling-St. Joseph Center (West Des Moines, Iowa). Dowling Parents Guild. ([Iowa?] : Macdonald Letter Service, [1983?])","West Des Moines, Iowa). Dowling Parents Guild. ([Iowa?] : Macdonald Letter Service, [1983?])",Dowling-St. Joseph Center,Dowling delectables for educated palates : recipes carefully gathered from the Dowling-St. Joseph community and friends,Dowling Parents Guild.,PARKS Special Collections,TX715.2.M53 D689x 1983,1983,Item in place,Book,9921624514502756
"Book By Santa Fe United Methodist Church (Fort Madison, Iowa) Alpha Omega Circle. (Shawnee Mission, Kan. : Circulation Service, [1979])","Fort Madison, Iowa) Alpha Omega Circle. (Shawnee Mission, Kan. : Circulation Service, [1979])",Santa Fe United Methodist Church,A book of favorite recipes,compiled by Alpha-Omega Circle of Santa Fe United Methodist Church.,PARKS General Collection,TX715.2 M53 B665x 1979,1979,Item in place,Book,990016726420102756
"Book By Billerbeck, Alice. ([Centerville, Iowa] : Home Service Dept., Iowa Southern Utilities Company, [between 1960 and 1969?])","[Centerville, Iowa] : Home Service Dept., Iowa Southern Utilities Company, [between 1960 and 1969?])","Billerbeck, Alice.",Recipes for year 'round enjoyment,"[compiled by Alice Billerbeck, Esther Sears, Marysue Salmon].",PARKS Special Collections,TX739.2 C45 R43x 1960z,TX739.2 C45 R43x 1960z,Item in place,Book,990018313040102756
"Journal By Loyd, Jim. (Cedar Rapids, Iowa : WMT Radio, -1998.)","Cedar Rapids, Iowa : WMT Radio, -1998.)","Journal By Loyd, Jim.",The best of the open line.,,PARKS Special Collections,TX715.2 M53 B473x,TX715.2 M53 B473x,Item in place,Bound Issue,990017206140102756
"Book By Iowa Beef Industry Council. (Ames, Iowa : Iowa Beef Industry Council, [1976?])","Ames, Iowa : Iowa Beef Industry Council, [1976?])",Iowa Beef Industry Council.,Good eating in your second fifty years-- with beef : with special hints for cooking beef for one or two!,from the Iowa Beef Industry Council.,PARKS Special Collections,TX749.5 B43 G66x 1976,1976,Item in place,Book,990019032500102756
"Book By Shoemaker, Adella. ([Shenandoah, Iowa] : [KMA Radio?], [date of publication not identified])","[Shenandoah, Iowa] : [KMA Radio?], [date of publication not identified])","Shoemaker, Adella.",KMA cook book : all time favorite recipes,"prepared, edited and published by the editors, KMA guide.",PARKS Special Collections,TX715.2 M53 K63x,TX715.2 M53 K63x,Item in place,Book,990015581270102756
"Book By Christian Church (Keosauqua, Iowa). (Mt. Pleasant, Iowa : Tomlinson the Printer, 1922.)","Keosauqua, Iowa). (Mt. Pleasant, Iowa : Tomlinson the Printer, 1922.)",Christian Church,Tested recipes : the Keosauqua cook book and business directory,compiled from recipes contributed by the women of Keosauqua and vicinity.,PARKS Special Collections,TX715.2 M53 T474x 1922,1922,Item in place,Book,990016853700102756
"Journal By Home fare (Television program). ([Cedar Rapids, Iowa] : WMT Television 19uu)","Television program). ([Cedar Rapids, Iowa] : WMT Television 19uu)",Journal By Home fare,Home fare newsletter.,,PARKS Special Collections,TX715.2 M53 J32x,TX715.2 M53 J32x,Item in place,Bound Issue,990017860430102756
"Book By Dawkins, John P. ([Boone, Iowa] : [publisher not identified], 2021.)","[Boone, Iowa] : [publisher not identified], 2021.)","Dawkins, John P.",The Cooking Conductor,"compiled by John P. Dawkins, edited by Mary K. Dawkins.",PARKS Special Collections,TX715.2 M53 D39x 2021,2021,Item in place,Book,9921154313102756
"Book By Telephone Pioneers of America. Hawkeye Chapter #17. (Shawnee Mission, KS : Circulation Service, [1981])","Shawnee Mission, KS : Circulation Service, [1981])",Telephone Pioneers of America. Hawkeye Chapter #17.,A book of favorite recipes,"compiled by the Pioneer Partners of Hawkeye Chapter #17, Telephone Pioneers of America.",PARKS General Collection,TX715.2 M53 B6652x 1981,1981,Item in place,Book,990016721370102756
"Book By Holtap Mother's Club (Des Moines, Iowa). (Iowa Falls, Iowa : General Publishing and Binding, 1971.)","Des Moines, Iowa). (Iowa Falls, Iowa : General Publishing and Binding, 1971.)",Holtap Mother's Club,Recipe favorites of Holt mothers,"[compiled by the Des Moines Holtap Mother's Club ; art illustrations by Holt mother, Julie Ahrens ; Korean titles by Mr. Kwang B. Kim and Mr. Hyung Bok Kim.]",PARKS General Collection,TX715.2 M53 R43x 1971,1971,Item in place,Book,990016180050102756
"Book By Church of the Sacred Heart (Clinton, Iowa) (Shawnee Mission, Kan. : Circulation Service, [1982])","Clinton, Iowa) (Shawnee Mission, Kan. : Circulation Service, [1982])",Church of the Sacred Heart,A book of favorite recipes,compiled by Sacred Heart Home and School Association and Sacred Heart Parish.,PARKS General Collection,TX715.2 M53 B6646x 1982,1982,Item in place,Book,990016739300102756
"Book By Iowa. Department of Agriculture and Land Stewardship. (Des Moines, Iowa : Iowa Department of Agriculture and Land Stewardship, [1995])","Des Moines, Iowa : Iowa Department of Agriculture and Land Stewardship, [1995])",Iowa. Department of Agriculture and Land Stewardship.,The market basket,Dale M. Cochran.,PARKS General Collection,TX811 M37x 1995,1995,Item in place,Book,990019414310102756
"Book By Iowa Pork Producers Association. ([Des Moines, Iowa] : [Iowa Pork Producers Association], [1971?])","[Des Moines, Iowa] : [Iowa Pork Producers Association], [1971?])",Iowa Pork Producers Association.,Pork always tastes good-- always in good taste.,,PARKS Special Collections,TX749.5 P67 P66x 1971,1971,Item in place,Book,990018984100102756
"Book By Good News Christian Reformed Chapel (Oskaloosa, Iowa). Good News Chapel Ladies Bible Class. (Collierville, Tenn. : Fundcraft Publishing, Inc., [1977])","Oskaloosa, Iowa). Good News Chapel Ladies Bible Class. (Collierville, Tenn. : Fundcraft Publishing, Inc., [1977])",Good News Christian Reformed Chapel,Sugar 'n spice for recipes so nice,"Good News Chapel Ladies Bible Class, [Good News Christian Reformed Chapel, Oskaloosa, Iowa].",PARKS General Collection,TX715.2 M53 S835x 1977,1977,Item in place,Book,990016335790102756
"Book By Zabel, Jim. (Iowa Falls, Iowa : General Publishing and Binding, 1972.)","Iowa Falls, Iowa : General Publishing and Binding, 1972.)","Zabel, Jim.",Jim Zabel's fabulous pink apron cook book,[compiled by Jim Zabel].,PARKS General Collection,TX715.2 M53 J57x 1972,1972,Item in place,Book,990016288430102756
"Book By Fraternal Order of Eagles. Auxiliary No. 276 (Oskaloosa, Iowa). Ladies Auxiliary. (Kansas City, Kan. : Bev-Ron Publishing Co., [1971])","Oskaloosa, Iowa). Ladies Auxiliary. (Kansas City, Kan. : Bev-Ron Publishing Co., [1971])",Fraternal Order of Eagles. Auxiliary No. 276,Cook book,"compiled by the Ladies Auxiliary No. 276 Fraternal Order of Eagles, Oskaloosa, Iowa.",PARKS General Collection,TX715.2 M53 C66233x 1971,1971,Item in place,Book,990016425290102756
"Book By Clarinda Municipal Hospital (Clarinda, Iowa). Auxiliary, ([Clarinda, Iowa] [Clarinda Municipal Hospital Auxiliary], [1993])","Clarinda, Iowa). Auxiliary, ([Clarinda, Iowa] [Clarinda Municipal Hospital Auxiliary], [1993])",Clarinda Municipal Hospital,Unbearably scrumptious,presented by Clarinda Municipal Hospital Auxiliary and Clarinda Municipal Hospital.,PARKS Special Collections,TX715.2.M53 C537 1993,1993,Item in place,Book,9921134316902756
"Journal By Grant, Jackie. (Marion, Iowa : Jackie Grant, 1970-)","Marion, Iowa : Jackie Grant, 1970-)","Journal By Grant, Jackie.",Jackie's newsletter.,,PARKS Special Collections,TX715.2 M53 J33x,TX715.2 M53 J33x,Item in place,Bound Issue,990017608500102756
"Book By St. Peter's Evangelical and Reformed Church (Franklin, Iowa). Women's Guild. (Marceline, Mo. : Walsworth Bros., 1951.)","Franklin, Iowa). Women's Guild. (Marceline, Mo. : Walsworth Bros., 1951.)",St. Peter's Evangelical and Reformed Church,Your household guide,"sponsored by Women's Guild of St. Peter's Evangelical and Reformed Church, Franklin, Iowa.",PARKS Special Collections,TX158 Y685x 1951,1951,Item in place,Book,990016745320102756
"Book By National Live Stock and Meat Board. Homemaker's Service Department. (Chicago, Ill : National Live Stock and Meat Board, Homemaker's Service Dept., [1956?])","Chicago, Ill : National Live Stock and Meat Board, Homemaker's Service Dept., [1956?])",National Live Stock and Meat Board. Homemaker's Service Department.,Radio station KOEL presents Rhapsody of recipes : cook book.,,PARKS Special Collections,TX749 R33x 1956,1956,Item in place,Book,990018248010102756
"Book By Welch, Mary B. (Des Moines, Iowa : Chamberlain Medicine Co., [1908])","Des Moines, Iowa : Chamberlain Medicine Co., [1908])","Welch, Mary B.","Choice recipes for cakes, pies, puddings, creams",by Mary B. Welch.,PARKS Spec Coll: Archives,TX771 W3956x 1908,1908,Item in place,Book,990019998620102756
"Book By Vaughan, Libbie. (Cedar Rapids, Iowa : [no publisher identified], 1941.)","Cedar Rapids, Iowa : [no publisher identified], 1941.)","Vaughan, Libbie.",Magic Kitchen,"Vaughan, Libbie.",PARKS Special Collections,TX715.2 M53 V38x 1941,1941,Item in place,Book,9920500287202756
"Book By Zabel, Jim. (Iowa Falls, Iowa : General Publishing and Binding, 1970.)","Iowa Falls, Iowa : General Publishing and Binding, 1970.)","Zabel, Jim.",Jim Zabel's fabulous pink apron cook book,[compiled by Jim Zabel].,PARKS General Collection,TX715.2 M53 J57x 1970,1970,Item in place,Book,990016191930102756
"Book By Iowa Beef Industry Council. (Chicago, Ill. : Meat Board Test Kitchens & Beef Industry Council, [1982])","Chicago, Ill. : Meat Board Test Kitchens & Beef Industry Council, [1982])",Iowa Beef Industry Council.,Beef that satisfies : the microwave way.,,PARKS General Collection,TX749.5 B43 B448x 1982,1982,Item in place,Book,990018882680102756
Book ([Iowa?] : [St. Patrick's Alter and Rosary Society?] [1981-1984?]),[Iowa?] : [St. Patrick's Alter and Rosary Society?] [1981-1984?]),Book,Saint Patrick's potluck : cooking at the Irish Settlement.,,PARKS Special Collections,TX715.2.M53 S2544x,TX715.2.M53 S2544x,Item in place,Book,9921561916802756
"Journal By Odell, Mary Jane, ([Iowa?] : [publisher not identified] 19uu)",[Iowa?] : [publisher not identified] 19uu),"Journal By Odell, Mary Jane,",Mary Jane's recipes for the week of ...,,PARKS Special Collections,TX715.2 M53 M365x,TX715.2 M53 M365x,Item in place,Bound Issue,9920291589802756
"Book By Boone (Iowa). First Baptist Church. Women's Union. (Kansas City, Mo. : Bev-Ron Pub. Co., [1951])","Iowa). First Baptist Church. Women's Union. (Kansas City, Mo. : Bev-Ron Pub. Co., [1951])",Boone,Boone's kitchen secrets,"compiled by the Women's Union of the First Baptist Church, Boone, Iowa.",PARKS Special Collections,TX715.2 M53 B685x 1951,1951,Item in place,Book,9920511289202756
"Book ([United States?] : [publisher not identified], [199-?])","[United States?] : [publisher not identified], [199-?])",Book,"Family favorites : Christ the king, 1991.",,PARKS Special Collections,TX715.2.M53 F344x,TX715.2.M53 F344x,Item in place,Book,9921482709402756
"Book By General Electric Company. (Chicago, Ill. : National Live Stock and Meat Board, Homemaker's Service Dept., [1955?])","Chicago, Ill. : National Live Stock and Meat Board, Homemaker's Service Dept., [1955?])",General Electric Company.,Fashions in foods recipe book,"presented by General Electric and radio station KOEL, Oelwein, Iowa.",PARKS Special Collections,TX749 F324x 1955,1955,Item in place,Book,990018247960102756
"Book By Grinnell Free Library and Reading Room (Grinnell, Iowa). (Grinnell, Iowa : Ray & MacDonald, Printers, 1896.)","Grinnell, Iowa). (Grinnell, Iowa : Ray & MacDonald, Printers, 1896.)",Grinnell Free Library and Reading Room,The Free Library cook book,"compiled by the ladies of Grinnell, for the maintenance of the Grinnell Free Library and Reading Room.",PARKS General Collection,TX715.2 M53 F73x 1896,1896,Item in place,Book,990016432230102756
"Book By Meredith Corporation. ([Des Moines, Iowa] : Meredith Corp., [1974])","[Des Moines, Iowa] : Meredith Corp., [1974])",Meredith Corporation.,Smart shoppers meat guide : smoked ham.,,PARKS General Collection,TX749.5 H35 S63x 1974,1974,Item in place,Book,990018244430102756
"Book By Meredith Corporation. ([Des Moines, Iowa] : Meredith Corp., [1974])","[Des Moines, Iowa] : Meredith Corp., [1974])",Meredith Corporation.,Smart shoppers meat guide : ground beef.,,PARKS General Collection,TX749.5 B43 S63x 1974,1974,Item in place,Book,990018244480102756
"Book By Trinity Lutheran Church (Norway, Iowa). (Norway, Iowa : Trinity Lutheran Church, [between 1977 and 1999?])","Norway, Iowa). (Norway, Iowa : Trinity Lutheran Church, [between 1977 and 1999?])",Trinity Lutheran Church,[Recipes given to the Trinity Pairables].,,PARKS Special Collections,TX715.2.W47 R43x,TX715.2.W47 R43x,Item in place,Book,9921482715602756
"Book By Iowa Machine Shed (Restaurant). ([Davenport, Iowa] : [The Machine Shed], [1998?])","Restaurant). ([Davenport, Iowa] : [The Machine Shed], [1998?])",Iowa Machine Shed,Country holiday favorites,The Machine Shed.,PARKS General Collection,TX739 C68x 1998,1998,Item in place,Book,990016428220102756
